StarSpctr;OtherPlanets;Position;SemiMajorAxis;OrbitalExc;OrbitalInc;OrbitalPeriod;AxisIncl;Moons;Diameter;Density;Magnetosphere;AtmPressure;Albedo;DayPeriod;Tmin;Tmax;PH2O;PHe;PCH4;PH2;PN2;PO2;PAr;PCO2;PSO2;PK;Type
5;4;5;4.9216;0.0445;1.142;28261.6;42.34;1;4257;6.01;1;0.01;0.37;1.055;-90;161;0;0;0;0;0;0.02;0;0;0;0;r
10;0;5;2.9033;0.025;2.295;11333.51;36.8;0;3622;2.66;6;0.05;0.33;1.383;-102;65;0;0;0;0;0;0;0;0;0;0.01;r
4;3;7;7.9511;0.0056;1.939;6180.51;69.26;2;48843;1.97;126.46;2.81;0.39;1.243;-190;-122;0.2;21.6;1.5;76.7;0;0;0;0;0;0;g
6;0;7;6.6547;0.0162;0.006;6512.06;32.63;3;32822;0.62;23.84;0.63;0.34;0.816;-181;-101;0.3;21;0.1;78.6;0;0;0;0;0;0;g
3;0;7;8.1234;0.0072;0.963;3534.64;43.34;4;89290;0.73;93.12;0.85;0.29;3.356;-159;-96;0.1;21.2;0.2;78.5;0;0;0;0;0;0;g
9;8;5;4.0995;0.0263;4.213;16318.75;20.99;0;5023;7.5;52.16;0.19;0.43;0.252;-173;-161;0;0.19;0;0.72;63.01;31.2;1.08;3.8;0;0;i
5;4;2;1.9089;0.0013;0.025;370.57;2.68;3;46878;2.36;150.14;1.58;0.43;361.306;-104;-8;0;18.3;0.7;81;0;0;0;0;0;0;g
5;1;3;3.0121;0.0041;0.049;12357.15;26.98;0;3500;5.68;6;0.09;0.11;0.308;-201;35;0;0;0;0;0;0;0;0;0;0.02;r
5;6;7;7.3918;0.0322;2.35;12775.15;33.22;3;20987;7.5;198.13;3.35;0.36;1.441;-68;-55;0;2.7;0;15.9;51.5;19.1;10;0.8;0;0;i
6;2;7;6.2256;0.0503;1.32;55365.79;6.75;1;3500;7.95;9;0.02;0.41;1.046;-248;30;0;0;0;0;0;0;0;0;0;0.02;r
5;1;2;1.9217;0.0053;0.004;1230.55;29.68;1;14314;4.23;76.21;0.71;0.21;0.815;-107;20;2.3;0;0;0;80.7;15;0.6;1.4;0;0;t
5;2;8;8.6367;0.0028;2.5;23435.41;32.78;1;15155;2.56;41.24;0.49;0.2;1.248;-198;-99;0;0;0;0;0.4;1;0;98.6;0;0;d
9;10;10;7.1596;0.1312;2.33;80010.98;72.9;0;3500;2.75;8;0.05;0.21;3.022;-159;112;0;0;0;0;0;0.02;0;0;0;0.02;r
6;5;5;4.6557;0.0216;2.473;7092.51;37.5;5;14863;6.09;122.8;1.48;0.33;1.701;-92;-28;0;2.3;0;12.6;45.7;22.4;6.1;10.9;0;0;i
4;2;10;11.2558;0.144;2.505;90240.99;26.05;3;7787;5.01;52.93;0.33;0.27;0.749;-174;-134;0;0.99;0;5.94;64.12;17;2.05;9.9;0;0;i
7;1;6;5.3059;0.0207;0.066;4709.53;60;7;28984;2.53;90.09;3.48;0.44;1.58;-161;-39;0.3;17.2;0.7;81.8;0;0;0;0;0;0;g
1;6;10;13.7079;0.0154;0.662;21181.14;62.02;7;42722;2.12;129.39;1.84;0.33;0.274;-157;-86;0.2;12.9;1.8;85.1;0;0;0;0;0;0;g
6;7;6;5.4292;0.0389;3.185;6400.27;43.22;7;22753;7.99;208.49;3.45;0.23;1.163;-88;92;0.5;0;0;0;1;0;0;98.5;0;0;d
6;6;9;7.3901;0.0123;0.688;46891.99;26.58;0;5599;5.31;13;0.01;0.51;1.681;-152;115;0;0;0;0;0;0;0;0;0;0.01;r
1;5;10;14.57;0.0444;2.495;68002.36;3.99;1;15511;7.72;160.78;1.87;0.38;1.165;-87;-39;0;1.2;0;0.6;55.7;34.4;2.1;6;0;0;i
8;9;9;7.3051;0.0419;0.019;9190.77;11.38;6;28738;0.94;33.19;0.83;0.3;3.949;-190;-146;0.2;8;1.7;90.1;0;0;0;0;0;0;g
4;3;5;5.412;0.0305;2.965;9254.14;43.77;0;15523;4.91;87.41;1.11;0.26;1.35;-176;-30;0;0;0;0;0.9;0;0;99.1;0;0;d
5;2;6;6.0442;0.0113;0.12;4262.77;0.87;5;41187;1.27;74.72;0.94;0.31;2.169;-215;-154;0.1;14.2;0.8;84.9;0;0;0;0;0;0;g
3;0;1;1.1315;0.0005;2.93;481.07;21.53;2;12643;7.28;96.55;1.09;0.48;0.896;-207;-53;0;0;0;0;0.6;0.3;0;99.1;0;0;d
1;6;10;13.3129;0.0384;0.005;26346.57;51.22;6;33217;1.23;51.95;1.02;0.27;1.79;-100;-33;0.1;16.8;0.3;82.8;0;0;0;0;0;0;g
3;0;5;6.2982;0.0236;4.015;12881.66;18.35;2;14975;7.4;153.44;1.68;0.31;0.447;-165;-133;0;0.6;0;8;55.4;27;2.4;6.6;0;0;i
5;3;5;5.1894;0.0046;0.071;1764.93;9.46;1;72744;3.12;298.29;3.47;0.31;1.218;-216;-52;0.3;20.5;0.4;78.8;0;0;0;0;0;0;g
3;0;7;8.2131;0.03;0.663;1723.49;16.83;3;191588;2.49;661.06;3.11;0.44;0.847;-198;175;0.3;8.9;1.8;86.6;0;0;0;0;2.4;0;g
7;7;6;4.8522;0.036;1.323;32925.5;3.96;1;3519;3.91;12;0.04;0.28;1.898;-205;0;0;0;0;0;0;0;0;0;0;0;r
6;0;4;3.6099;0.0161;1.263;17968.21;15.72;0;3500;2.88;8;0;0.27;2.758;-104;76;0;0;0;0;0;0.02;0;0;0;0.02;r
3;0;6;6.4791;0.0634;1.289;60805.2;31.38;0;3500;7.31;10;0.08;0.27;0.206;-165;17;0;0;0;0;0;0;0;0;0;0.01;r
4;2;8;9.0195;0.0761;2.485;24184.04;19.17;1;17288;5.08;117.92;1.53;0.3;0.479;-169;-116;0;2.3;0;12.9;45.7;22.1;4;13;0;0;i
2;1;1;1.2217;0.001;1.257;1375.63;34.86;2;5157;5.75;10;0.02;0.26;1341.239;-98;165;0;0;0;0;0;0.02;0;0;0;0.02;r
4;3;6;6.1288;0.0061;3.393;8709.44;38.91;7;20604;2;46.68;0.69;0.26;1.966;-201;-80;0;0;0;0;4;0;0.35;95.65;0;0;d
6;1;7;6.6339;0.0309;1.036;7348.24;9.88;4;29344;2.28;90.8;2.78;0.37;0.881;-168;126;0.1;8.2;0.1;88.6;0;0;0;0;3;0;g
5;3;10;9.9475;0.0905;1.452;98720.66;26.9;1;5233;6.35;10;0.03;0.64;1.147;-191;175;0;0;0;0;0;0.02;0;0;0;0;r
8;7;9;6.3513;0.0561;1.326;58011.21;74.04;0;3500;6.83;2;0.06;0.46;0.884;-195;49;0;0;0;0;0;0;0;0;0;0.01;r
5;2;7;6.8836;0.0451;0.377;67319.19;3.2;0;3500;4.18;8;0;0.51;1.099;-122;206;0;0;0;0;0;0;0;0;0;0.02;r
8;3;1;0.7358;0.0014;1.78;170.18;29.71;0;15039;5.77;106.8;1.2;0.44;168.478;-159;-24;0;0;0;0;3.1;0.5;0.7;95.7;0;0;d
9;10;8;4.5083;0.063;2.624;29408.38;1.86;0;3500;4.35;12;0.03;0.65;0.454;-214;-14;0;0;0;0;0;0;0;0;0;0;r
4;1;3;3.2455;0.0054;2.573;3441.9;20.72;3;14610;9.37;181.89;2.33;0.31;0.842;-10;5;0;2.1;0;9.2;54.6;25.8;8.2;0.1;0;0;i
1;3;10;12.8186;0.0601;0.605;7477.03;24.81;1;111214;2.18;325.57;1.54;0.38;1.802;-93;-1;0.2;15.1;0.3;84.4;0;0;0;0;0;0;g
6;0;6;5.7565;0.0034;1.128;7475.42;82.24;4;21120;1.61;40.8;1.35;0.38;1.398;-174;-143;0.2;7.3;0.2;92.3;0;0;0;0;0;0;g
5;2;5;5.0648;0.0167;1.424;1102.23;85.46;5;113412;3.39;516.28;3.29;0.39;0.148;-192;-29;0;12.8;0.9;86.3;0;0;0;0;0;0;g
8;3;2;1.2351;0.004;2.052;2077.83;2.9;0;3500;3.57;1;0.01;0.27;2044.585;-142;70;0;0;0;0;0;0;0;0;0;0.01;r
5;0;10;9.4117;0.0277;1.291;123595.14;48.82;0;3500;6.19;4;0.03;0.15;0.975;-232;126;0;0;0;0;0;0;0;0;0;0.02;r
4;0;1;1.1023;0.0013;3.735;434.03;44.93;2;13310;4.44;63.64;0.74;0.3;1.438;-16;98;2.1;0;0;0;4;0;1.55;92.35;0;0;d
5;3;4;4.1111;0.021;4.573;5339.02;38.21;2;15319;3.82;71.2;0.87;0.2;1.522;-123;-45;0;0;0;0;0.7;0.3;1.74;97.26;0;0;d
4;2;7;7.4189;0.049;0.937;78519.06;37.7;0;3500;4.83;10;0.03;0.45;1.148;-117;148;0;0;0;0;0;0;0;0;0;0;r
10;8;8;5.6922;0.0156;2.405;27666.98;16.5;2;5646;7.47;58.4;0.26;0.3;0.328;-188;-167;0;0.57;0;8.29;72.34;3.1;1.9;13.8;0;0;i
5;5;7;6.9843;0.0123;0.165;2047.66;39.7;1;115369;1.1;168.6;1.19;0.42;2.444;-164;-73;0.1;6.1;1.9;91.9;0;0;0;0;0;0;g
5;2;6;5.9151;0.0373;2.503;11620.53;3.35;5;14862;5.86;96.23;1.24;0.39;0.985;-78;98;2.1;0;0;0;2.1;0;0.5;95.3;0;0;d
8;7;6;4.8664;0.0125;1.355;19096.29;16.76;0;5953;7.5;61.2;0.27;0.4;1.258;-170;-108;0;0.59;0;6.99;67.92;9.1;1;14.4;0;0;i
10;10;10;6.6831;0.0537;0.003;3431.12;25.87;5;65374;1.65;141.77;1.42;0.25;1.604;-170;-56;0.1;19.4;0.7;79.8;0;0;0;0;0;0;g
4;2;3;3.4155;0.0038;0.367;1164.6;28.66;2;47662;1.4;88.65;0.98;0.42;1.513;-202;-134;0.1;11.2;0.4;88.3;0;0;0;0;0;0;g
10;2;2;1.3636;0.0018;0.052;243.24;50.52;4;36512;0.97;48.57;0.83;0.42;2.192;-128;-46;0.1;11.2;2;86.7;0;0;0;0;0;0;g
10;10;6;3.1101;0.0319;2.518;4555.12;43.52;2;10365;6.26;85.3;0.75;0.27;0.999;-210;-160;0;1.5;0;4.43;47.62;29.1;2.85;14.5;0;0;i
6;3;7;6.5459;0.0189;0.002;10444.06;13.52;0;19854;3.21;69.19;2.57;0.43;1.245;-169;199;0.3;7.3;0.6;88.3;0;0;0;0;3.5;0;g
7;8;7;6.2006;0.0172;1.95;4733.02;1.07;8;39396;2.62;144.5;1.71;0.35;0.734;-157;78;0;11.2;1.1;84.3;0;0;0;0;3.4;0;g
7;9;8;5.7148;0.118;1.294;50208.15;28.55;2;3500;3.12;2;0.09;0.32;3.044;-174;55;0;0;0;0;0;0.01;0;0;0;0.02;r
3;0;1;1.1545;0.0009;1.256;1809.86;24.73;0;3500;6.65;11;0.01;0.11;0.825;-223;-11;0;0;0;0;0;0;0;0;0;0;r
5;0;1;0.9572;0.0011;2.415;185.74;8.59;5;23448;7.5;221.36;3.84;0.31;1.488;-202;-148;0;1.4;0;29.8;41.3;5.2;9.3;13;0;0;i
3;0;4;4.6838;0.0193;3.17;6385.54;31.82;5;16634;3.19;55.66;0.67;0.22;2.383;-177;-56;0;0;0;0;1;0;1.01;97.99;0;0;d
5;4;3;3.2019;0.0078;2.86;3281.99;43.09;5;14949;7.86;142.97;1.7;0.41;1.288;-83;45;0.6;0;0;0;3.6;0;0;95.8;0;0;d
5;0;8;8.1146;0.0711;1.778;22472.17;26.31;1;14978;5.64;101.61;1.35;0.37;1.778;-88;-46;0;0;0;0;1.8;0;0.2;98;0;0;d
4;1;4;4.3153;0.0161;1.265;25316.9;2.11;0;3550;4.06;4;0.01;0.53;1.464;-176;27;0;0;0;0;0;0.01;0;0;0;0;r
9;8;4;2.7688;0.0028;0.488;2437.65;38.4;3;14981;5.13;98.89;1.15;0.42;2.045;-167;-117;0;2.9;0;8.4;42.2;26.6;0.9;19;0;0;i
8;6;3;2.1651;0.001;0.03;1611.84;8.41;5;13823;4.98;75.1;0.84;0.34;0.897;-96;15;0.5;0;0;0;4.4;0;0;95.1;0;0;d
4;3;10;10.3155;0.121;2.261;120027.41;20.83;1;4789;2.96;8;0.06;0.72;2.479;-181;179;0;0;0;0;0;0;0;0;0;0.01;r
10;9;1;0.6397;0.0009;1.266;555.66;10.9;0;3500;4.71;5;0.07;0.39;541.769;-64;109;0;0;0;0;0;0.01;0;0;0;0.01;r
2;1;7;8.267;0.0191;2;1300.09;45.86;2;254858;2.5;910.21;3.2;0.4;0.881;-169;95;0.3;10.7;0.2;85;0;0;0;0;3.8;0;g
5;1;2;1.9814;0.0035;2.273;1588.42;31.88;1;11777;5.01;66.02;0.57;0.17;1.143;-167;-15;0;0;0;0;0.7;0.3;0;99;0;0;d
1;3;8;9.9738;0.1237;1.714;154003.72;4.96;0;3500;4.2;6;0.01;0.24;0.808;-244;116;0;0;0;0;0;0;0;0;0;0;r
4;2;6;6.673;0.0361;1.519;62670.32;71.96;0;3500;6.83;12;0.03;0.29;1.174;-233;-16;0;0;0;0;0;0;0;0;0;0;r
3;0;10;11.606;0.1901;1.547;164660.01;16.33;0;4796;2.86;7;0.03;0.71;1.525;-225;50;0;0;0;0;0;0;0;0;0;0;r
3;0;6;7.3543;0.024;0.021;5871.81;36.58;7;44812;2.08;129.16;2.71;0.37;1.26;-159;-100;0;5.5;0.8;93.7;0;0;0;0;0;0;g
5;5;10;10.1811;0.0354;0.012;8833.96;36.4;6;57746;3.36;249.46;2.42;0.34;0.67;-153;245;0.1;7.6;1;90.8;0;0;0;0;0.5;0;g
1;6;10;12.2583;0.0705;0.006;23271.41;14.1;2;32984;0.69;28.61;0.88;0.34;2.49;-140;-90;0.1;8.4;0.2;91.3;0;0;0;0;0;0;g
5;4;10;9.7112;0.0689;1.374;87457.06;84.76;0;5500;4.03;18;0.09;0.14;1.468;-141;152;0;0;0;0;0;0.02;0;0;0;0.01;r
4;3;10;10.1504;0.139;1.059;162333.18;63.9;0;3500;6.22;10;0.03;0.54;0.417;-200;14;0;0;0;0;0;0;0;0;0;0;r
10;3;6;3.4162;0.0704;1.302;17030.62;85.4;1;3500;7.54;5;0.02;0.6;1.125;-224;50;0;0;0;0;0;0;0;0;0;0;r
6;2;8;7.8976;0.0544;2.358;18768.75;19.53;3;16696;7.63;171.04;2.55;0.35;0.422;-59;-23;0;1.1;0;17.3;51.9;17.7;5.1;6.9;0;0;i
8;8;8;6.0903;0.026;2.498;15843.06;32.08;0;11435;8.5;131.86;1.36;0.43;1.109;-152;-108;0;2.7;0;9.9;41.5;25.1;5.4;15.4;0;0;i
8;3;7;5.8551;0.0158;2.503;11264.37;12.65;2;14679;4.94;88.23;0.94;0.34;2.005;-189;-89;0;0;0;0;2;0.8;0;97.2;0;0;d
5;4;8;8.3308;0.0655;1.1;22654.3;26.91;2;15566;4.39;75.5;0.96;0.26;1.666;-151;-19;0;0;0;0;0.5;0.7;0;98.8;0;0;d
7;10;10;7.7623;0.1555;2.879;96794.62;16.44;1;3500;7.45;3;0.04;0.29;0.498;-177;164;0;0;0;0;0;0.02;0;0;0;0.02;r
10;3;6;3.4758;0.0386;0.028;11360.78;9.33;0;5253;6.33;15;0.02;0.25;1.697;-206;91;0;0;0;0;0;0;0;0;0;0.01;r
2;1;7;8.3573;0.054;2.625;53607.13;5.32;1;6539;7.99;56.27;0.27;0.2;0.614;-180;-117;0;0;0;0;2.4;1.4;0;96.2;0;0;d
10;7;4;2.8085;0.0091;2.483;2474.14;23.11;1;15289;7.66;142.5;1.91;0.37;0.657;-31;141;1.5;0;0;0;0.8;0;0;97.7;0;0;d
7;9;10;8.6224;0.0544;0.834;12126.84;5.8;4;30686;3.84;129.62;5.57;0.44;0.598;-169;857;0;11.6;1;83.6;0;0;0;0;3.8;0;g
4;0;3;3.275;0.0012;1.181;11783.95;25.96;0;4327;6.94;7;0.09;0.41;1.314;-115;85;0;0;0;0;0;0.01;0;0;0;0.01;r
4;3;4;4.6058;0.0232;0.048;17476.73;24.17;2;5899;4.78;8;0.04;0.37;1.267;-228;-16;0;0;0;0;0;0;0;0;0;0;r
3;0;10;11.7176;0.0175;0.123;3515.11;33.58;3;188773;3.18;814.69;4.03;0.31;0.735;-203;150;0;5.4;1.7;89.7;0;0;0;0;3.2;0;g
7;9;3;2.6736;0.0073;4.69;2271.21;40.58;0;15054;5.3;88.16;1.13;0.43;0.405;-104;75;1.6;0;0;0;4.9;0;0;93.5;0;0;d
5;0;7;7.0545;0.0197;4.235;18836.44;14.07;3;12797;5.15;74.66;0.86;0.18;2.164;-36;93;1.6;0;0;0;0.4;0;1.38;96.62;0;0;d
8;3;4;2.986;0.003;2.05;2243.43;21.97;3;18928;7.5;180.68;3.01;0.4;0.907;-88;-37;0;1.4;0;7.8;56.1;27.2;5.9;1.6;0;0;i
1;1;1;1.4301;0;0.839;2774.59;24.28;0;3500;5.88;1;0.09;0.22;1.73;-56;93;0;0;0;0;0;0.01;0;0;0;0.01;r
8;8;2;1.513;0.0005;2.498;724.18;26.78;4;15017;7.32;142.98;1.54;0.28;0.511;-170;-92;0;1.8;0;25.7;49.6;9.3;8.9;4.7;0;0;i
6;9;9;9.0027;0.1348;1.442;127085.08;11.94;0;3500;7.58;5;0.02;0.33;1.365;-182;157;0;0;0;0;0;0.02;0;0;0;0.01;r
5;3;3;3.0815;0.0069;2.573;7260.67;15.69;3;6253;7.33;57.69;0.28;0.29;1.442;-179;-107;0;0.56;0;1.6;49.88;29.3;0.06;18.6;0;0;i
6;4;2;1.8202;0.0039;1.258;4509.33;56.4;1;3500;2.79;10;0.03;0.43;2.807;-224;10;0;0;0;0;0;0;0;0;0;0.01;r
10;6;7;4.742;0.0012;0.681;551.56;55.74;7;193815;0.78;211.65;0.9;0.32;1.062;-211;-121;0.3;20.4;1.8;77.5;0;0;0;0;0;0;g
4;3;6;6.3482;0.0357;1.3;55090.78;3.62;0;3602;4.43;9;0.06;0.53;0.867;-212;-29;0;0;0;0;0;0;0;0;0;0;r
5;2;6;6.3991;0.0215;3.04;11106.47;5.9;2;17891;6.58;163;2.26;0.38;0.766;-16;5;0;2.4;0;29.9;48.3;5.1;4;10.3;0;0;i
9;5;4;2.8872;0.0065;2.125;1825.17;10.17;2;21864;5.13;131.77;2.24;0.31;0.832;-110;95;1.1;0;0;0;4.4;0;0;94.5;0;0;d
9;7;3;2.1191;0.0034;1.087;505.92;71.52;2;42290;2.88;165.29;2.23;0.36;0.782;-176;110;0.2;5.8;1.3;91;0;0;0;0;1.7;0;g
8;8;5;3.4707;0.0164;1.209;15931.49;12.04;0;3650;6.05;1;0.04;0.44;1.663;-116;60;0;0;0;0;0;0;0;0;0;0;r
5;2;7;6.9534;0.0114;1.989;3097.97;40.62;1;74960;1.61;155.17;1.37;0.37;1.384;-189;-104;0;18;1.7;80.3;0;0;0;0;0;0;g
8;0;6;4.5117;0.0037;0.688;6700.16;7.87;4;14479;7.52;144.67;1.87;0.38;0.489;-234;-208;0;0.7;0;20.5;56.3;14.5;0.4;7.6;0;0;i
3;0;9;10.2902;0.0798;1.353;156110.08;11.99;1;3500;3.35;5;0.02;0.12;3.193;-143;177;0;0;0;0;0;0.01;0;0;0;0.01;r
4;2;4;4.3809;0.0086;0.821;2487.42;12.96;6;36954;2.73;134.03;3.9;0.35;1.465;-195;307;0.2;6.7;0.2;89.8;0;0;0;0;3.1;0;g
5;0;2;2.0287;0.0054;2.465;1512.56;27.08;1;12990;2.47;35.9;0.34;0.18;1.521;-157;-68;0;0;0;0;2.1;0.6;0.61;96.69;0;0;d
6;6;7;5.9627;0.0188;2.553;7040.83;40.39;2;24534;6.64;209.61;3.75;0.42;1.344;-74;-45;0;1.7;0;4;59.2;31;3.5;0.6;0;0;i
9;0;2;1.2817;0.004;1.265;2237.58;17.09;1;3500;2.97;12;0.08;0.12;2121.226;-87;84;0;0;0;0;0;0.01;0;0;0;0.02;r
10;9;9;5.0098;0.1084;1.411;24004.19;28.09;0;5568;7.25;10;0.07;0.17;1.416;-234;139;0;0;0;0;0;0;0;0;0;0.02;r
4;2;9;9.6595;0.0752;1.382;136869.91;8.25;0;3500;4.34;7;0.06;0.66;1.304;-245;37;0;0;0;0;0;0;0;0;0;0.01;r
3;0;9;9.9767;0.0112;2.191;136562.32;37.17;1;3500;3.91;2;0.1;0.35;1.955;-141;179;0;0;0;0;0;0.01;0;0;0;0.01;r
4;1;7;8.0404;0.0117;2.503;19722.32;44.8;2;15751;7.66;155.25;2.02;0.38;1.307;-231;-171;0;1.8;0;26.1;39.3;8.9;8.5;15.4;0;0;i
8;2;1;0.8189;0.0007;4.98;211.97;27.6;3;15032;7.55;142.86;1.58;0.26;228.292;-203;-153;0;2.7;0;25.2;49;9.8;7.5;5.8;0;0;i
5;0;9;9.5909;0.0109;0.107;10684.83;43.77;2;41328;3.6;204.04;4.78;0.44;0.582;-183;628;0.3;11.6;1.1;83.6;0;0;0;0;3.4;0;g
7;5;5;4.2438;0.025;0.021;5863.52;17.37;4;15012;2.33;47.45;1.18;0.41;3.196;-19;44;2;0;0;0;72.1;25;0.7;0.2;0;0;t
8;10;8;6.2522;0.0918;2.488;38231.76;28.24;0;5339;4.91;31.53;0.15;0.16;2.252;-187;-161;0;0;0;0;0.8;1.5;0.03;97.67;0;0;d
2;0;6;7.6842;0.0004;0.128;16400.52;11.74;2;17102;5.32;96.71;1.43;0.25;2.084;-156;-56;0;0;0;0;4.7;1.2;0;94.1;0;0;d
4;0;3;3.18;0.0057;2.43;13797.56;8.61;0;3500;5.22;4;0.08;0.48;0.968;-186;7;0;0;0;0;0;0.02;0;0;0;0;r
9;8;4;2.5159;0.0072;0.124;1064.37;52.38;7;28469;2.81;86.85;3.25;0.44;0.317;-197;193;0.1;6.6;1.9;91;0;0;0;0;0.4;0;g
10;9;8;5.0484;0.0701;1.315;37180.35;11.66;0;3500;7.72;5;0.06;0.69;0.274;-211;0;0;0;0;0;0;0;0;0;0;0;r
8;1;10;6.6768;0.0995;1.399;47128.95;20.86;0;4988;5.58;9;0.04;0.8;1.371;-173;108;0;0;0;0;0;0.01;0;0;0;0.02;r
6;4;2;1.9851;0.0012;0.273;332.95;51.68;6;56266;2.69;196.76;1.96;0.38;340.275;-195;-23;0.2;17.2;0.2;82.4;0;0;0;0;0;0;g
6;7;4;3.8446;0.0084;0.002;10347.69;17.49;0;6840;4;36.35;0.79;0.23;2.567;-26;19;1.1;0;0;0;57.6;39;1.1;1.2;0;0;t
5;2;2;1.9725;0.003;1.985;3712.75;7.3;0;5003;6.57;41.83;0.15;0.33;0.712;-31;-3;0;0.45;0;3.77;69.35;9.9;0.53;16;0;0;i
4;1;4;4.4016;0.0042;0.033;2056.39;19.3;5;44902;2.25;144.33;1.76;0.36;0.997;-164;-57;0.1;19.6;1.5;78.8;0;0;0;0;0;0;g
4;1;1;1.061;0.0005;2.505;221.66;44.99;6;24127;5;143.41;2.79;0.21;1.516;-189;116;1.2;0;0;0;3.8;0;0;95;0;0;d
2;3;5;6.3041;0.0019;0.439;5181.93;17.42;3;36492;2.61;133.34;3.05;0.36;0.809;-164;24;0.1;6.1;0.3;91.9;0;0;0;0;1.6;0;g
7;10;10;8.0069;0.0281;1.791;6847.35;1.84;5;45749;0.85;55;0.95;0.36;1.433;-217;-159;0.3;11;1.3;87.4;0;0;0;0;0;0;g
6;6;10;8.7319;0.0303;1.052;5087.73;76.56;1;73382;3.4;342.17;3.75;0.36;0.632;-154;339;0.1;7.4;0.7;90.4;0;0;0;0;1.4;0;g
3;0;5;5.6035;0.0166;0.019;1482.72;74.24;6;102250;2.75;397.68;3.65;0.4;0.905;-194;130;0.2;7.3;1.3;89;0;0;0;0;2.2;0;g
8;8;8;5.9263;0.0494;2.335;50094.76;10.29;0;3500;3.98;3;0.04;0.16;1.322;-233;-45;0;0;0;0;0;0;0;0;0;0;r
3;0;8;8.7373;0.0138;1.59;3176.85;80.42;5;115698;1.97;293.05;2.58;0.33;1.141;-184;52;0.1;5.2;1.4;92.9;0;0;0;0;0.4;0;g
10;1;8;4.804;0.0383;0.008;4415.86;13.74;6;25798;0.71;19.89;0.45;0.36;2.18;-190;-141;0.3;17.4;0.3;82;0;0;0;0;0;0;g
4;3;2;2.1542;0.0023;1.373;672.68;42.32;2;32832;1.86;68.92;2.49;0.34;1.211;-128;-42;0.3;19.6;1.9;78.2;0;0;0;0;0;0;g
1;3;10;13.7618;0.0144;0.268;47443.02;13.07;4;19231;3.52;73.5;2.21;0.3;0.16;-110;60;0.2;16.3;1;79.1;0;0;0;0;3.4;0;g
8;5;2;1.41;0.0066;1.256;2715.06;20.26;1;3500;6.51;8;0.05;0.32;0.675;-76;147;0;0;0;0;0;0.02;0;0;0;0.01;r
5;4;8;8.1055;0.0211;0.163;21642.52;7.43;4;14722;3.24;51.37;0.64;0.26;1;-95;32;2.3;0;0;0;4.9;0;0.19;92.61;0;0;d
3;0;1;1.228;0.0002;2.498;354.68;14.85;4;20192;8.75;247.1;2.8;0.53;1.141;-174;297;4.5;0;4;0;11.8;1.5;0;44.9;32.46;0.84;l
6;9;10;9.1143;0.199;0.456;140695.32;88.9;0;3500;2.54;10;0;0.73;1.1;-209;74;0;0;0;0;0;0;0;0;0;0;r
7;7;2;1.6432;0;4.078;514.28;35.1;6;24978;5.08;165.04;2.99;0.39;0.54;-100;-47;0;2;0;11.9;60.6;23.1;0.9;1.5;0;0;i
4;0;8;8.4789;0.0236;1.422;3970.14;78.82;2;88060;1.73;202.4;1.9;0.32;1.892;-191;-68;0;12.1;1.3;86.6;0;0;0;0;0;0;g
1;0;9;12.8061;0.0978;1.39;246601.94;55.12;0;3500;7.65;3;0.08;0.41;0.7;-150;290;0;0;0;0;0;0.01;0;0;0;0.02;r
6;5;9;8.965;0.0723;1.89;117532.66;68.8;0;3500;3.13;7;0.09;0.31;1.622;-226;62;0;0;0;0;0;0;0;0;0;0.02;r
8;7;6;3.963;0.0115;0.248;3160.02;41.04;8;24110;7.11;227.76;4.44;0.36;1.148;-135;-82;0;3;0;21;48.2;14;5.8;8;0;0;i
1;3;3;4.0053;0.0107;3.425;4561.45;17.11;3;16880;7.48;174.82;2.14;0.44;1.51;-120;-99;0;0.9;0;26.9;49.2;8.1;7.6;7.3;0;0;i
7;7;7;6.4391;0.0056;4.573;13180.75;37.07;1;14992;7.97;147.06;1.59;0.24;0.427;-199;-18;0;0;0;0;0.5;0;2.5;97;0;0;d
7;3;7;5.4922;0.072;3.68;10275;19.55;2;15018;5.01;79.98;0.9;0.26;2.029;-85;-17;0;0;0;0;0.6;0;2.34;97.06;0;0;d
1;0;7;8.9889;0.0564;2.458;27091.68;34.85;0;15008;7.5;152.7;1.85;0.44;0.382;-62;-14;0;1.3;0;26.9;54.5;8.1;5;4.2;0;0;i
4;0;8;8.459;0.0046;2.503;22291.64;12.06;1;15312;5.8;110.55;1.22;0.17;1.073;-231;-117;0;0;0;0;4;0;1.8;94.2;0;0;d
4;0;8;9.0678;0.0382;0.032;9258.96;59.02;2;43842;2.46;152.53;1.56;0.39;1.426;-218;-106;0.2;19.2;0.5;80.1;0;0;0;0;0;0;g
8;6;6;4.6311;0.0249;0.006;772.01;71.16;5;135278;1.05;196.83;1.28;0.44;0.613;-224;-142;0.2;13.7;1.9;84.2;0;0;0;0;0;0;g
8;8;10;8.062;0.0698;0.721;5723.37;40.18;8;58284;2.16;174.45;2.73;0.45;1.042;-165;-42;0;6.4;1.8;91.8;0;0;0;0;0;0;g
5;1;4;4.1709;0.0008;0.045;10067.81;15.7;3;8212;7.42;83.52;0.57;0.3;1.362;-208;-162;0;0.4;0;5.02;51.08;26.2;1.6;15.7;0;0;i
4;3;3;3.1785;0.008;0.148;2475.73;21.25;4;19462;7.57;187.51;2.67;0.32;1.587;-147;-89;0;1.8;0;16.4;48.6;18.6;6.4;8.2;0;0;i
